Ticket_ID,Ticket_Text,Category,Priority,Channel,Customer_Tier
TKT-11614,Attention: Does the platform support automated CSV data export via scheduled SFTP? Regards.,Product Inquiries,Medium,Web Portal,Enterprise
TKT-11615,Help please! What is the exact difference in features between Professional and Enterprise tier? Let me know the resolution.,Product Inquiries,Medium,In-App Chat,SMB
TKT-11616,Attention: Invited team member receives invalid invitation token error when clicking join link This is impacting our business operations.,Account Access,Medium,Web Portal,SMB
TKT-11617,"Greetings, API endpoint returning 503 service unavailable all background workers crashed immediately Please look into this as soon as possible.",Technical Issues,High,Web Portal,SMB
TKT-11618,Help please! Does the platform support automated CSV data export via scheduled SFTP? Regards.,Product Inquiries,Medium,In-App Chat,Enterprise
TKT-11619,"Greetings, Google workspace OAuth single sign-on throws redirect uri mismatch error Regards.",Account Access,Medium,Email,Enterprise
TKT-11620,"Hi there, Feature request: can you add a dark theme option for the PDF export tool?",Technical Issues,Low,Email,Free Tier
TKT-11621,"Dear Customer Service, Account locked out completely admin cannot access production console MFA token expired Please look into this as soon as possible.",Account Access,High,Web Portal,Enterprise
TKT-11622,Where do I configure two-factor authentication in account preferences? Please look into this as soon as possible.,Account Access,Low,Web Portal,Enterprise
TKT-11623,Help please! Web application loading very slowly dashboard takes over 30 seconds to render charts,Technical Issues,Medium,Email,SMB
TKT-11624,"Hi there, Cancel subscription immediately and process full refund as promised by account manager within 24h",Cancellation & Refunds,High,Web Portal,Free Tier
TKT-11625,Urgent assistance needed: Cannot change primary email address in profile settings page throws permission error,Account Access,Medium,Web Portal,Free Tier
TKT-11626,"Hello support team, Can you share best practices for organizing workspaces across departments? Please look into this as soon as possible.",Product Inquiries,Low,In-App Chat,Free Tier
TKT-11627,"FYI, Please cancel our monthly recurring addon package before next billing cycle begins Appreciate your assistance.",Cancellation & Refunds,Medium,Web Portal,Free Tier
TKT-11628,Attention: Lost two-factor authentication device backup codes not working urgent root access needed Let me know the resolution.,Account Access,High,Web Portal,SMB
TKT-11629,"FYI, Cannot upload CSV file larger than 5MB error says file format unsupported Regards.",Technical Issues,Medium,In-App Chat,SMB
TKT-11630,What payment currencies do you support for international bank cards? Thanks for your prompt help.,Billing & Payments,Low,Email,SMB
TKT-11631,Help please! Web application loading very slowly dashboard takes over 30 seconds to render charts Thanks for your prompt help.,Technical Issues,Medium,Email,SMB
TKT-11632,"Hey, Can one user be a member of multiple organization workspaces? Thanks for your prompt help.",Account Access,Low,Web Portal,Free Tier
TKT-11633,"Greetings, Legal notice: unauthorized renewal charge dispute initiated process refund now Let me know the resolution.",Cancellation & Refunds,High,Web Portal,SMB
TKT-11634,"Dear Customer Service, Requesting breakdown of usage-based tier charges for bandwidth overages last month",Billing & Payments,Medium,Email,SMB
TKT-11635,"Greetings, If we cancel, do we still retain read-only access to historical dashboard reports? Please look into this as soon as possible.",Cancellation & Refunds,Low,Email,Free Tier
TKT-11636,"Hello support team, Where can I download past invoices from the billing settings page? Awaiting your quick reply.",Billing & Payments,Low,In-App Chat,Free Tier
TKT-11637,"Hi there, Fraudulent unauthorized transactions detected on our billing card linked to this account Appreciate your assistance.",Billing & Payments,High,In-App Chat,SMB
TKT-11638,Urgent assistance needed: We are downsizing our team and wish to downgrade from Enterprise to Starter plan Let me know the resolution.,Cancellation & Refunds,Medium,Web Portal,SMB
TKT-11639,"Hi there, Need to revoke access for former employee immediately and transfer project ownership This is impacting our business operations.",Account Access,Medium,Email,SMB
TKT-11640,Cannot change primary email address in profile settings page throws permission error This is impacting our business operations.,Account Access,Medium,Web Portal,Free Tier
TKT-11641,"Greetings, Minor CSS layout glitch on safari browser when viewing navigation menu Let me know the resolution.",Technical Issues,Low,Email,SMB
TKT-11642,"Hello support team, Typo in user settings documentation link points to older version 2.1 guide Thanks for your prompt help.",Technical Issues,Low,Web Portal,Free Tier
TKT-11643,"Hello support team, Payment receipt not delivered to finance accounting team email address Let me know the resolution.",Billing & Payments,Medium,Web Portal,Enterprise
TKT-11644,Urgent assistance needed: Invited team member receives invalid invitation token error when clicking join link Regards.,Account Access,Medium,Email,Free Tier
TKT-11645,"Greetings, How many concurrent API requests are allowed on the standard developer tier? Appreciate your assistance.",Product Inquiries,Medium,Email,Enterprise
TKT-11646,Urgent assistance needed: Payment gateway failed during checkout customer funds deducted but invoice marked unpaid Please look into this as soon as possible.,Billing & Payments,High,Email,SMB
TKT-11647,Help please! Webhook notifications are delayed by approximately 45 minutes since latest release Let me know the resolution.,Technical Issues,Medium,Email,SMB
TKT-11648,Where is the cancellation request button located inside billing settings? Awaiting your quick reply.,Cancellation & Refunds,Low,Web Portal,SMB
TKT-11649,"Greetings, Cannot upload CSV file larger than 5MB error says file format unsupported This is impacting our business operations.",Technical Issues,Medium,Web Portal,Free Tier
TKT-11650,"Hi there, Web application loading very slowly dashboard takes over 30 seconds to render charts Let me know the resolution.",Technical Issues,Medium,Email,Enterprise
TKT-11651,"FYI, Memory leak causing production Kubernetes pods to crash in loop OOMKilled This is impacting our business operations.",Technical Issues,High,Email,SMB
TKT-11652,"Dear Customer Service, How do I update my profile avatar and display name on the portal? Please look into this as soon as possible.",Account Access,Low,Email,SMB
TKT-11653,Help please! How to switch payment method from American Express to corporate ACH wire transfer? Regards.,Billing & Payments,Medium,Web Portal,SMB
TKT-11654,"Urgent assistance needed: Credit card was double charged twice for annual subscription total $2,400 please reverse immediately Awaiting your quick reply.",Billing & Payments,High,Email,SMB
TKT-11655,Help please! API endpoint returning 503 service unavailable all background workers crashed immediately This is impacting our business operations.,Technical Issues,High,Web Portal,SMB
TKT-11656,Attention: Security vulnerability detected unauthorized API calls from unknown IP address help Thanks for your prompt help.,Technical Issues,High,Email,SMB
TKT-11657,"Greetings, How do I update my profile avatar and display name on the portal? Let me know the resolution.",Account Access,Low,Web Portal,SMB
TKT-11658,Help please! Can one user be a member of multiple organization workspaces?,Account Access,Low,In-App Chat,SMB
TKT-11659,"Hi there, How to change notification preferences for email digests? This is impacting our business operations.",Account Access,Low,In-App Chat,Free Tier
TKT-11660,Help please! Urgent: tax invoice number missing on compliance statement audit deadline tomorrow,Billing & Payments,High,Web Portal,SMB
TKT-11661,"Hello support team, Account suspended due to false payment failure despite valid corporate credit card on file Please look into this as soon as possible.",Billing & Payments,High,Email,SMB
TKT-11662,Attention: Need to revoke access for former employee immediately and transfer project ownership Regards.,Account Access,Medium,Email,SMB
TKT-11663,"Hi there, Where can I download past invoices from the billing settings page?",Billing & Payments,Low,Web Portal,SMB
TKT-11664,"Hi there, Data pipeline corrupted our daily sync failed for enterprise client accounts Regards.",Technical Issues,High,Web Portal,SMB
TKT-11665,"Hello support team, Does the platform support automated CSV data export via scheduled SFTP? Regards.",Product Inquiries,Medium,In-App Chat,SMB
TKT-11666,"FYI, Production database connection failure error code 500 server outage critical system down Appreciate your assistance.",Technical Issues,High,Email,SMB
TKT-11667,"Dear Customer Service, Is there an RSS feed available for platform status announcements? Appreciate your assistance.",Technical Issues,Low,In-App Chat,SMB
TKT-11668,Urgent assistance needed: Feature request: can you add a dark theme option for the PDF export tool?,Technical Issues,Low,Web Portal,SMB
TKT-11669,"Greetings, Security vulnerability detected unauthorized API calls from unknown IP address help Regards.",Technical Issues,High,Web Portal,SMB
TKT-11670,"Greetings, Please cancel our monthly recurring addon package before next billing cycle begins Appreciate your assistance.",Cancellation & Refunds,Medium,Email,SMB
TKT-11671,Urgent assistance needed: Suspected account takeover received password reset email that was not initiated by us Appreciate your assistance.,Account Access,High,In-App Chat,Enterprise
TKT-11672,"Hello support team, Web application loading very slowly dashboard takes over 30 seconds to render charts This is impacting our business operations.",Technical Issues,Medium,Email,SMB
TKT-11673,Urgent assistance needed: Requesting breakdown of usage-based tier charges for bandwidth overages last month Awaiting your quick reply.,Billing & Payments,Medium,In-App Chat,Enterprise
TKT-11674,"Greetings, Need to update billing address and GST identification number on upcoming monthly invoice Let me know the resolution.",Billing & Payments,Medium,Web Portal,SMB
TKT-11675,"FYI, Where can I download past invoices from the billing settings page? Let me know the resolution.",Billing & Payments,Low,Email,Enterprise
TKT-11676,"Hello support team, Where is the latest API documentation and Postman collection available?",Product Inquiries,Low,Web Portal,SMB
TKT-11677,"Greetings, Service SLA breach below 99% uptime requesting contract termination and penalty refund This is impacting our business operations.",Cancellation & Refunds,High,Web Portal,SMB
TKT-11678,Help please! Requesting quote for adding 5 additional user seats to team plan next month Let me know the resolution.,Billing & Payments,Low,Web Portal,SMB
TKT-11679,How to switch payment method from American Express to corporate ACH wire transfer? This is impacting our business operations.,Billing & Payments,Medium,In-App Chat,Enterprise
TKT-11680,"Hello support team, How do we export all our workspace data before closing our company account? Thanks for your prompt help.",Cancellation & Refunds,Medium,Email,Free Tier
TKT-11681,How do I update my profile avatar and display name on the portal? Let me know the resolution.,Account Access,Low,Email,Free Tier
TKT-11682,Help please! Lost two-factor authentication device backup codes not working urgent root access needed Regards.,Account Access,High,Email,Enterprise
TKT-11683,"Hey, Coupon promo code DISCOUNT20 was not applied during renewal checkout This is impacting our business operations.",Billing & Payments,Medium,Email,SMB
TKT-11684,Attention: Webhook notifications are delayed by approximately 45 minutes since latest release Regards.,Technical Issues,Medium,Web Portal,Free Tier
TKT-11685,Urgent assistance needed: Typo in user settings documentation link points to older version 2.1 guide Let me know the resolution.,Technical Issues,Low,Web Portal,SMB
TKT-11686,"Hey, Need to update billing address and GST identification number on upcoming monthly invoice",Billing & Payments,Medium,Web Portal,SMB
TKT-11687,"Hey, Google workspace OAuth single sign-on throws redirect uri mismatch error Regards.",Account Access,Medium,Email,SMB
TKT-11688,Help please! What is the exact difference in features between Professional and Enterprise tier? Thanks for your prompt help.,Product Inquiries,Medium,In-App Chat,Enterprise
TKT-11689,"Hey, What are the supported database connectors for the analytics pipeline? Thanks for your prompt help.",Product Inquiries,Medium,Email,SMB
TKT-11690,"FYI, Mobile app crashes whenever user switches from dark mode to light mode in settings Thanks for your prompt help.",Technical Issues,Medium,In-App Chat,SMB
TKT-11691,"FYI, Coupon promo code DISCOUNT20 was not applied during renewal checkout Awaiting your quick reply.",Billing & Payments,Medium,Web Portal,Free Tier
TKT-11692,Attention: How many days before renewal do we need to submit a cancellation notice? Awaiting your quick reply.,Cancellation & Refunds,Low,Web Portal,SMB
TKT-11693,"FYI, Web application loading very slowly dashboard takes over 30 seconds to render charts This is impacting our business operations.",Technical Issues,Medium,Email,SMB
TKT-11694,"Greetings, Critical compatibility question: does your SDK support Python 3.12 in production? This is impacting our business operations.",Product Inquiries,High,In-App Chat,Enterprise
TKT-11695,Help please! What payment currencies do you support for international bank cards?,Billing & Payments,Low,Email,SMB
TKT-11696,Urgent assistance needed: How do we export all our workspace data before closing our company account? This is impacting our business operations.,Cancellation & Refunds,Medium,Web Portal,Enterprise
TKT-11697,"Hi there, What payment currencies do you support for international bank cards? Please look into this as soon as possible.",Billing & Payments,Low,In-App Chat,SMB
TKT-11698,"Hey, Requesting breakdown of usage-based tier charges for bandwidth overages last month Appreciate your assistance.",Billing & Payments,Medium,Web Portal,SMB
TKT-11699,"Hi there, Integration with Slack bot stopped sending automated channel alerts Appreciate your assistance.",Technical Issues,Medium,Email,Enterprise
TKT-11700,Help please! What is the exact difference in features between Professional and Enterprise tier? Let me know the resolution.,Product Inquiries,Medium,Email,SMB
TKT-11701,"Greetings, Cannot change primary email address in profile settings page throws permission error Let me know the resolution.",Account Access,Medium,Email,SMB
TKT-11702,"Hello support team, How do I clear browser cache to view updated profile picture? Let me know the resolution.",Technical Issues,Low,Web Portal,Enterprise
TKT-11703,Help please! Google workspace OAuth single sign-on throws redirect uri mismatch error This is impacting our business operations.,Account Access,Medium,Web Portal,SMB
TKT-11704,"Dear Customer Service, Data residency inquiry: can our customer data be strictly stored in Frankfurt EU region? This is impacting our business operations.",Product Inquiries,High,Email,Enterprise
TKT-11705,"FYI, Data residency inquiry: can our customer data be strictly stored in Frankfurt EU region? Awaiting your quick reply.",Product Inquiries,High,Web Portal,Free Tier
TKT-11706,"Dear Customer Service, Coupon promo code DISCOUNT20 was not applied during renewal checkout Regards.",Billing & Payments,Medium,Email,Free Tier
TKT-11707,"Greetings, Need to revoke access for former employee immediately and transfer project ownership This is impacting our business operations.",Account Access,Medium,Email,Free Tier
TKT-11708,"Greetings, Memory leak causing production Kubernetes pods to crash in loop OOMKilled This is impacting our business operations.",Technical Issues,High,Email,Free Tier
TKT-11709,Help please! How many concurrent API requests are allowed on the standard developer tier? Appreciate your assistance.,Product Inquiries,Medium,Email,Enterprise
TKT-11710,"FYI, Payment receipt not delivered to finance accounting team email address",Billing & Payments,Medium,In-App Chat,Enterprise
TKT-11711,"Greetings, Need to update billing address and GST identification number on upcoming monthly invoice This is impacting our business operations.",Billing & Payments,Medium,Email,SMB
TKT-11712,Urgent assistance needed: Do you have a public product roadmap for upcoming Q3 features? Awaiting your quick reply.,Product Inquiries,Low,Web Portal,Enterprise
TKT-11713,"FYI, Mobile app crashes whenever user switches from dark mode to light mode in settings This is impacting our business operations.",Technical Issues,Medium,Email,Enterprise
TKT-11714,"Attention: Credit card was double charged twice for annual subscription total $2,400 please reverse immediately Thanks for your prompt help.",Billing & Payments,High,Email,Free Tier
TKT-11715,"Dear Customer Service, SSO SAML authentication broken for entire organization no employees can log in Please look into this as soon as possible.",Account Access,High,Web Portal,Enterprise
TKT-11716,Help please! Suspected account takeover received password reset email that was not initiated by us,Account Access,High,Email,SMB
TKT-11717,"Greetings, Production database connection failure error code 500 server outage critical system down Regards.",Technical Issues,High,Email,SMB
TKT-11718,Need to update billing address and GST identification number on upcoming monthly invoice Please look into this as soon as possible.,Billing & Payments,Medium,Web Portal,SMB
TKT-11719,Help please! Password reset link email never arrives in inbox or spam folder Let me know the resolution.,Account Access,Medium,Web Portal,Free Tier
TKT-11720,"Hey, How to change notification preferences for email digests?",Account Access,Low,Email,Free Tier
TKT-11721,Help please! Can we pay our invoice via annual bank check instead of card? Appreciate your assistance.,Billing & Payments,Low,Email,Free Tier
TKT-11722,"Hey, How to switch payment method from American Express to corporate ACH wire transfer? Please look into this as soon as possible.",Billing & Payments,Medium,Web Portal,Free Tier
TKT-11723,"Dear Customer Service, How to change notification preferences for email digests? Please look into this as soon as possible.",Account Access,Low,Email,Free Tier
TKT-11724,Help please! Where can I download past invoices from the billing settings page? This is impacting our business operations.,Billing & Payments,Low,Web Portal,SMB
TKT-11725,"Greetings, Requesting breakdown of usage-based tier charges for bandwidth overages last month Let me know the resolution.",Billing & Payments,Medium,Email,Enterprise
TKT-11726,"Dear Customer Service, Does the platform support automated CSV data export via scheduled SFTP?",Product Inquiries,Medium,In-App Chat,Enterprise
TKT-11727,"Dear Customer Service, Production database connection failure error code 500 server outage critical system down Please look into this as soon as possible.",Technical Issues,High,Email,SMB
TKT-11728,Help please! Coupon promo code DISCOUNT20 was not applied during renewal checkout Thanks for your prompt help.,Billing & Payments,Medium,Web Portal,Free Tier
TKT-11729,Help please! Can we pause our subscription for 2 months during our seasonal business hiatus? Let me know the resolution.,Cancellation & Refunds,Low,Web Portal,SMB
TKT-11730,"Hey, Customer onboarding failed completely demanding full refund and data wipe immediately Thanks for your prompt help.",Cancellation & Refunds,High,Web Portal,SMB
TKT-11731,Urgent assistance needed: How do I clear browser cache to view updated profile picture? Appreciate your assistance.,Technical Issues,Low,Web Portal,Enterprise
TKT-11732,"Dear Customer Service, Can you share best practices for organizing workspaces across departments? Let me know the resolution.",Product Inquiries,Low,Web Portal,SMB
TKT-11733,"Hi there, Production database connection failure error code 500 server outage critical system down Regards.",Technical Issues,High,In-App Chat,SMB
TKT-11734,Urgent assistance needed: Legal notice: unauthorized renewal charge dispute initiated process refund now This is impacting our business operations.,Cancellation & Refunds,High,In-App Chat,SMB
TKT-11735,"Dear Customer Service, What are the supported database connectors for the analytics pipeline? Let me know the resolution.",Product Inquiries,Medium,Web Portal,Enterprise
TKT-11736,"Greetings, How to switch payment method from American Express to corporate ACH wire transfer? Thanks for your prompt help.",Billing & Payments,Medium,Web Portal,SMB
TKT-11737,"Hey, Integration with Slack bot stopped sending automated channel alerts Thanks for your prompt help.",Technical Issues,Medium,Web Portal,Free Tier
TKT-11738,"Dear Customer Service, Where can I download past invoices from the billing settings page? Regards.",Billing & Payments,Low,Web Portal,SMB
TKT-11739,Help please! Coupon promo code DISCOUNT20 was not applied during renewal checkout Thanks for your prompt help.,Billing & Payments,Medium,Email,SMB
TKT-11740,"Hi there, Requesting quote for adding 5 additional user seats to team plan next month Regards.",Billing & Payments,Low,Email,Free Tier
TKT-11741,"Dear Customer Service, Google workspace OAuth single sign-on throws redirect uri mismatch error Regards.",Account Access,Medium,Email,SMB
TKT-11742,"Hello support team, Cannot change primary email address in profile settings page throws permission error Appreciate your assistance.",Account Access,Medium,Email,SMB
TKT-11743,Attention: Coupon promo code DISCOUNT20 was not applied during renewal checkout Awaiting your quick reply.,Billing & Payments,Medium,Email,Enterprise
TKT-11744,"Hello support team, Legal notice: unauthorized renewal charge dispute initiated process refund now Let me know the resolution.",Cancellation & Refunds,High,Web Portal,SMB
TKT-11745,"Greetings, What payment currencies do you support for international bank cards?",Billing & Payments,Low,Web Portal,SMB
TKT-11746,"Hello support team, Cancel subscription immediately and process full refund as promised by account manager within 24h",Cancellation & Refunds,High,Web Portal,SMB
TKT-11747,Help please! How do I clear browser cache to view updated profile picture? Let me know the resolution.,Technical Issues,Low,Web Portal,Free Tier
TKT-11748,Attention: Is there an RSS feed available for platform status announcements? Let me know the resolution.,Technical Issues,Low,Web Portal,SMB
TKT-11749,"Hi there, Memory leak causing production Kubernetes pods to crash in loop OOMKilled This is impacting our business operations.",Technical Issues,High,Web Portal,Free Tier
TKT-11750,Urgent assistance needed: Cannot upload CSV file larger than 5MB error says file format unsupported Please look into this as soon as possible.,Technical Issues,Medium,Web Portal,SMB
TKT-11751,"Hi there, Will our annual subscription automatically renew next quarter? Please look into this as soon as possible.",Billing & Payments,Low,In-App Chat,Enterprise
TKT-11752,Payment gateway failed during checkout customer funds deducted but invoice marked unpaid Please look into this as soon as possible.,Billing & Payments,High,Web Portal,Free Tier
TKT-11753,Attention: Is there an RSS feed available for platform status announcements? Please look into this as soon as possible.,Technical Issues,Low,Web Portal,SMB
TKT-11754,"Greetings, What payment currencies do you support for international bank cards? This is impacting our business operations.",Billing & Payments,Low,Email,Free Tier
TKT-11755,Urgent assistance needed: What payment currencies do you support for international bank cards? Please look into this as soon as possible.,Billing & Payments,Low,Web Portal,Enterprise
TKT-11756,Attention: Data residency inquiry: can our customer data be strictly stored in Frankfurt EU region? This is impacting our business operations.,Product Inquiries,High,Web Portal,Free Tier
TKT-11757,Cannot upload CSV file larger than 5MB error says file format unsupported Thanks for your prompt help.,Technical Issues,Medium,Email,Enterprise
TKT-11758,Urgent assistance needed: Data residency inquiry: can our customer data be strictly stored in Frankfurt EU region? Appreciate your assistance.,Product Inquiries,High,Web Portal,Enterprise
TKT-11759,"Hello support team, Where is the cancellation request button located inside billing settings? This is impacting our business operations.",Cancellation & Refunds,Low,Web Portal,SMB
TKT-11760,"FYI, Typo in user settings documentation link points to older version 2.1 guide",Technical Issues,Low,Email,SMB
TKT-11761,"Dear Customer Service, Data pipeline corrupted our daily sync failed for enterprise client accounts Appreciate your assistance.",Technical Issues,High,Web Portal,SMB
TKT-11762,"FYI, Need to update billing address and GST identification number on upcoming monthly invoice Awaiting your quick reply.",Billing & Payments,Medium,Web Portal,Enterprise
TKT-11763,"FYI, Is there an RSS feed available for platform status announcements? Appreciate your assistance.",Technical Issues,Low,Web Portal,SMB
TKT-11764,Help please! Suspected account takeover received password reset email that was not initiated by us Regards.,Account Access,High,Web Portal,SMB
TKT-11765,Need to revoke access for former employee immediately and transfer project ownership Regards.,Account Access,Medium,In-App Chat,Enterprise
TKT-11766,"Hi there, Requesting breakdown of usage-based tier charges for bandwidth overages last month Let me know the resolution.",Billing & Payments,Medium,Email,SMB
TKT-11767,Urgent assistance needed: Feature request: can you add a dark theme option for the PDF export tool? Regards.,Technical Issues,Low,Email,Enterprise
TKT-11768,Urgent assistance needed: Coupon promo code DISCOUNT20 was not applied during renewal checkout Let me know the resolution.,Billing & Payments,Medium,Web Portal,Free Tier
TKT-11769,"FYI, Password reset link email never arrives in inbox or spam folder Awaiting your quick reply.",Account Access,Medium,Email,Enterprise
TKT-11770,"Hi there, Integration with Slack bot stopped sending automated channel alerts Awaiting your quick reply.",Technical Issues,Medium,Email,Enterprise
TKT-11771,Attention: Google workspace OAuth single sign-on throws redirect uri mismatch error Thanks for your prompt help.,Account Access,Medium,Web Portal,SMB
TKT-11772,"Greetings, Google workspace OAuth single sign-on throws redirect uri mismatch error Regards.",Account Access,Medium,In-App Chat,Free Tier
TKT-11773,"Hey, Web application loading very slowly dashboard takes over 30 seconds to render charts This is impacting our business operations.",Technical Issues,Medium,Email,Enterprise
TKT-11774,Urgent assistance needed: How to change notification preferences for email digests?,Account Access,Low,Web Portal,SMB
TKT-11775,"FYI, Cannot upload CSV file larger than 5MB error says file format unsupported Thanks for your prompt help.",Technical Issues,Medium,Web Portal,SMB
TKT-11776,"Hi there, Cannot change primary email address in profile settings page throws permission error",Account Access,Medium,In-App Chat,Free Tier
TKT-11777,Urgent assistance needed: Do you have a public product roadmap for upcoming Q3 features? Appreciate your assistance.,Product Inquiries,Low,Email,Enterprise
TKT-11778,Urgent assistance needed: Please ensure auto-renewal is turned off for our yearly subscription Let me know the resolution.,Cancellation & Refunds,Medium,Web Portal,Enterprise
TKT-11779,"Hello support team, How to change notification preferences for email digests? Thanks for your prompt help.",Account Access,Low,Email,Enterprise
TKT-11780,Help please! Webhook notifications are delayed by approximately 45 minutes since latest release,Technical Issues,Medium,Email,Enterprise
TKT-11781,"Greetings, Security vulnerability detected unauthorized API calls from unknown IP address help Please look into this as soon as possible.",Technical Issues,High,Email,SMB
TKT-11782,Help please! How to change notification preferences for email digests? Let me know the resolution.,Account Access,Low,Web Portal,SMB
TKT-11783,"Greetings, Requesting quote for adding 5 additional user seats to team plan next month This is impacting our business operations.",Billing & Payments,Low,Web Portal,Free Tier
TKT-11784,"Hi there, Requesting breakdown of usage-based tier charges for bandwidth overages last month Thanks for your prompt help.",Billing & Payments,Medium,Web Portal,SMB
TKT-11785,"Dear Customer Service, Typo in user settings documentation link points to older version 2.1 guide Please look into this as soon as possible.",Technical Issues,Low,Web Portal,Free Tier
TKT-11786,"Dear Customer Service, Urgent clarification on API rate limits for upcoming marketing campaign launching tonight Regards.",Product Inquiries,High,Web Portal,SMB
TKT-11787,"Hey, Will our annual subscription automatically renew next quarter? Awaiting your quick reply.",Billing & Payments,Low,Web Portal,Enterprise
TKT-11788,"Greetings, Web application loading very slowly dashboard takes over 30 seconds to render charts Thanks for your prompt help.",Technical Issues,Medium,In-App Chat,Free Tier
TKT-11789,"FYI, Does the platform support automated CSV data export via scheduled SFTP? Let me know the resolution.",Product Inquiries,Medium,Web Portal,Free Tier
TKT-11790,Does the platform support automated CSV data export via scheduled SFTP? Awaiting your quick reply.,Product Inquiries,Medium,Email,SMB
TKT-11791,Will our annual subscription automatically renew next quarter? Thanks for your prompt help.,Billing & Payments,Low,Email,SMB
TKT-11792,Urgent assistance needed: Webhook notifications are delayed by approximately 45 minutes since latest release Please look into this as soon as possible.,Technical Issues,Medium,Email,SMB
TKT-11793,"Dear Customer Service, What payment currencies do you support for international bank cards? Let me know the resolution.",Billing & Payments,Low,Email,Enterprise
TKT-11794,What are the supported database connectors for the analytics pipeline? Awaiting your quick reply.,Product Inquiries,Medium,Email,Free Tier
TKT-11795,"Hey, Web application loading very slowly dashboard takes over 30 seconds to render charts Awaiting your quick reply.",Technical Issues,Medium,Email,SMB
TKT-11796,"Greetings, What is the exact difference in features between Professional and Enterprise tier?",Product Inquiries,Medium,Email,SMB
TKT-11797,Urgent assistance needed: Requesting quote for adding 5 additional user seats to team plan next month Please look into this as soon as possible.,Billing & Payments,Low,Web Portal,SMB
TKT-11798,"Greetings, Payment gateway failed during checkout customer funds deducted but invoice marked unpaid This is impacting our business operations.",Billing & Payments,High,Email,Free Tier
TKT-11799,"FYI, API endpoint returning 503 service unavailable all background workers crashed immediately Regards.",Technical Issues,High,Web Portal,Free Tier
TKT-11800,"Greetings, Suspected account takeover received password reset email that was not initiated by us Thanks for your prompt help.",Account Access,High,Web Portal,SMB
TKT-11801,"Hi there, Is there an RSS feed available for platform status announcements? Let me know the resolution.",Technical Issues,Low,Web Portal,SMB
TKT-11802,"Greetings, Does your enterprise plan meet HIPAA and SOC2 Type II compliance regulations for healthcare data? This is impacting our business operations.",Product Inquiries,High,Web Portal,SMB
TKT-11803,"Dear Customer Service, Can you share best practices for organizing workspaces across departments? Let me know the resolution.",Product Inquiries,Low,Email,SMB
TKT-11804,"Hi there, How do I update my profile avatar and display name on the portal? Regards.",Account Access,Low,Email,Enterprise
TKT-11805,"Hi there, Need to update billing address and GST identification number on upcoming monthly invoice Appreciate your assistance.",Billing & Payments,Medium,Web Portal,SMB
TKT-11806,"Dear Customer Service, Where can I find video tutorials for onboarding new team members? Please look into this as soon as possible.",Product Inquiries,Low,In-App Chat,Enterprise
TKT-11807,Help please! How do I update my profile avatar and display name on the portal? Appreciate your assistance.,Account Access,Low,Email,Enterprise
TKT-11808,"Greetings, Data pipeline corrupted our daily sync failed for enterprise client accounts Awaiting your quick reply.",Technical Issues,High,Web Portal,SMB
TKT-11809,Will our annual subscription automatically renew next quarter? Thanks for your prompt help.,Billing & Payments,Low,Web Portal,SMB
TKT-11810,Urgent assistance needed: Payment receipt not delivered to finance accounting team email address Appreciate your assistance.,Billing & Payments,Medium,Web Portal,SMB
TKT-11811,Attention: Payment receipt not delivered to finance accounting team email address This is impacting our business operations.,Billing & Payments,Medium,Email,SMB
TKT-11812,Urgent assistance needed: How do I update my profile avatar and display name on the portal? Regards.,Account Access,Low,Web Portal,SMB
TKT-11813,"Dear Customer Service, Can you share best practices for organizing workspaces across departments?",Product Inquiries,Low,Email,SMB
TKT-11814,Urgent assistance needed: Critical compatibility question: does your SDK support Python 3.12 in production? Let me know the resolution.,Product Inquiries,High,Web Portal,SMB
TKT-11815,Urgent assistance needed: Lost two-factor authentication device backup codes not working urgent root access needed Appreciate your assistance.,Account Access,High,Web Portal,Enterprise
TKT-11816,"Hey, How many concurrent API requests are allowed on the standard developer tier?",Product Inquiries,Medium,Email,Enterprise
TKT-11817,"Hey, Payment receipt not delivered to finance accounting team email address Awaiting your quick reply.",Billing & Payments,Medium,Email,Free Tier
TKT-11818,Attention: Coupon promo code DISCOUNT20 was not applied during renewal checkout This is impacting our business operations.,Billing & Payments,Medium,Web Portal,SMB
TKT-11819,Suspected account takeover received password reset email that was not initiated by us Regards.,Account Access,High,Email,SMB
TKT-11820,"Hello support team, Urgent clarification on API rate limits for upcoming marketing campaign launching tonight Awaiting your quick reply.",Product Inquiries,High,Email,Enterprise
TKT-11821,Urgent assistance needed: Google workspace OAuth single sign-on throws redirect uri mismatch error Awaiting your quick reply.,Account Access,Medium,Email,Free Tier
TKT-11822,Urgent assistance needed: Typo in user settings documentation link points to older version 2.1 guide,Technical Issues,Low,Email,Enterprise
TKT-11823,"Hello support team, Urgent clarification on API rate limits for upcoming marketing campaign launching tonight Let me know the resolution.",Product Inquiries,High,Web Portal,SMB
TKT-11824,"Hey, Is there a free trial period available for the analytics add-on module? This is impacting our business operations.",Product Inquiries,Low,Web Portal,Enterprise
TKT-11825,Can you share best practices for organizing workspaces across departments? Awaiting your quick reply.,Product Inquiries,Low,In-App Chat,SMB
TKT-11826,"FYI, Requesting instructions for setting up Google Authenticator app Regards.",Account Access,Low,Web Portal,Enterprise
TKT-11827,Attention: Cannot change primary email address in profile settings page throws permission error,Account Access,Medium,In-App Chat,Enterprise
